"Provplats ID (VISS)","Provplats ID (Stationsregistret)","Mätvariabel","Trend","p-värde","Period"
"SE658086-130264",,"Alkalinitet","neutral",0.7834,"12"
"SE658086-130264",,"Konduktivitet","ökande",0.0236,"12"
"SE658086-130264",,"Oorganiskt kväve","neutral",0.5371,"12"
"SE658086-130264",,"Lättillgänglig fosfor","minskande",4e-4,"12"
"SE658086-130264",,"Sulfat","ökande",0.0164,"12"
"SE658086-130264",,"Kisel","minskande",0.006,"12"
"SE658086-130264",,"Totalt organiskt kol","neutral",0.1926,"12"
"SE658086-130264",,"Totalkväve","neutral",0.3727,"12"
"SE658086-130264",,"Totalfosfor","neutral",0.0543,"12"
"SE658086-130264",,"pH","neutral",0.2437,"12"
"SE623624-141149",,"Brunhet","neutral",0.0641,"12"
"SE623624-141149",,"Alkalinitet","ökande",0.0392,"12"
"SE623624-141149",,"Konduktivitet","ökande",0.0075,"12"
"SE623624-141149",,"Oorganiskt kväve","neutral",0.4507,"12"
"SE623624-141149",,"Lättillgänglig fosfor","minskande",0.0031,"12"
"SE623624-141149",,"Sulfat","neutral",0.1148,"12"
"SE623624-141149",,"Kisel","neutral",0.216,"12"
"SE623624-141149",,"Totalt organiskt kol","neutral",0.2437,"12"
"SE623624-141149",,"Totalkväve","neutral",0.0865,"12"
"SE623624-141149",,"Totalfosfor","neutral",0.4507,"12"
"SE623624-141149",,"pH","neutral",0.6312,"12"
"SE642555-168553",,"Brunhet","neutral",0.4919,"12"
"SE642555-168553",,"Alkalinitet","neutral",0.4507,"12"
"SE642555-168553",,"Konduktivitet","neutral",0.2437,"12"
"SE642555-168553",,"Oorganiskt kväve","neutral",0.1926,"12"
"SE642555-168553",,"Lättillgänglig fosfor","minskande",0.0094,"12"
"SE642555-168553",,"Sulfat","neutral",0.6312,"12"
"SE642555-168553",,"Kisel","ökande",0.0467,"12"
"SE642555-168553",,"Totalt organiskt kol","ökande",0.0278,"12"
"SE642555-168553",,"Totalkväve","neutral",0.1499,"12"
"SE642555-168553",,"Totalfosfor","minskande",0.0236,"12"
"SE642555-168553",,"pH","neutral",0.0865,"12"
"SE742442-153530",,"Brunhet","neutral",0.837,"12"
"SE742442-153530",,"Alkalinitet","neutral",0.0528,"12"
"SE742442-153530",,"Konduktivitet","neutral",0.837,"12"
"SE742442-153530",,"Oorganiskt kväve","neutral",0.4919,"12"
"SE742442-153530",,"Lättillgänglig fosfor","neutral",0.0629,"12"
"SE742442-153530",,"Sulfat","neutral",0.3727,"12"
"SE742442-153530",,"Kisel","neutral",1,"12"
"SE742442-153530",,"Totalt organiskt kol","neutral",0.099,"12"
"SE742442-153530",,"Totalkväve","minskande",0.0236,"12"
"SE742442-153530",,"Totalfosfor","minskande",0.0112,"12"
"SE742442-153530",,"pH","neutral",0.1499,"12"
"SE664197-149337",,"Brunhet","neutral",1,"12"
"SE664197-149337",,"Alkalinitet","neutral",0.1692,"12"
"SE664197-149337",,"Konduktivitet","neutral",0.3727,"12"
"SE664197-149337",,"Oorganiskt kväve","neutral",0.6312,"12"
"SE664197-149337",,"Lättillgänglig fosfor","minskande",9e-4,"12"
"SE664197-149337",,"Sulfat","neutral",0.3359,"12"
"SE664197-149337",,"Kisel","neutral",0.5352,"12"
"SE664197-149337",,"Totalt organiskt kol","neutral",0.7317,"12"
"SE664197-149337",,"Totalkväve","neutral",0.4507,"12"
"SE664197-149337",,"Totalfosfor","neutral",0.9453,"12"
"SE664197-149337",,"pH","neutral",0.7317,"12"
"SE651826-136762",,"Brunhet","minskande",0.043,"12"
"SE651826-136762",,"Alkalinitet","neutral",0.8763,"12"
"SE651826-136762",,"Konduktivitet","neutral",0.1611,"12"
"SE651826-136762",,"Oorganiskt kväve","minskande",0.0039,"12"
"SE651826-136762",,"Lättillgänglig fosfor","minskande",0.0089,"12"
"SE651826-136762",,"Sulfat","neutral",0.1611,"12"
"SE651826-136762",,"Kisel","neutral",0.1611,"12"
"SE651826-136762",,"Totalt organiskt kol","minskande",0.0283,"12"
"SE651826-136762",,"Totalkväve","minskande",0.0018,"12"
"SE651826-136762",,"Totalfosfor","neutral",1,"12"
"SE651826-136762",,"Temperatur - vår","neutral",0.419,"12"
"SE651826-136762",,"pH","neutral",0.8763,"12"
"SE708512-152086",,"Brunhet","neutral",0.0865,"12"
"SE708512-152086",,"Alkalinitet","neutral",0.3727,"12"
"SE708512-152086",,"Konduktivitet","neutral",0.3727,"12"
"SE708512-152086",,"Oorganiskt kväve","neutral",0.1692,"12"
"SE708512-152086",,"Lättillgänglig fosfor","minskande",0.0065,"12"
"SE708512-152086",,"Sulfat","neutral",0.4065,"12"
"SE708512-152086",,"Kisel","neutral",0.9453,"12"
"SE708512-152086",,"Totalt organiskt kol","minskande",0.0278,"12"
"SE708512-152086",,"Totalkväve","minskande",0.0236,"12"
"SE708512-152086",,"Totalfosfor","minskande",0.0133,"12"
"SE708512-152086",,"pH","neutral",0.9453,"12"
"SE656263-156963",,"Brunhet","minskande",0.0236,"12"
"SE656263-156963",,"Alkalinitet","neutral",0.9453,"12"
"SE656263-156963",,"Konduktivitet","ökande",0.0112,"12"
"SE656263-156963",,"Oorganiskt kväve","neutral",0.5371,"12"
"SE656263-156963",,"Lättillgänglig fosfor","minskande",0.003,"12"
"SE656263-156963",,"Sulfat","ökande",0.0236,"12"
"SE656263-156963",,"Kisel","minskande",0.0194,"12"
"SE656263-156963",,"Totalt organiskt kol","neutral",0.1926,"12"
"SE656263-156963",,"Totalkväve","neutral",0.9453,"12"
"SE656263-156963",,"Totalfosfor","neutral",0.2714,"12"
"SE656263-156963",,"pH","neutral",0.9453,"12"
"SE713131-144608",,"Brunhet","neutral",0.1499,"12"
"SE713131-144608",,"Alkalinitet","neutral",0.3704,"12"
"SE713131-144608",,"Konduktivitet","neutral",0.3727,"12"
"SE713131-144608",,"Oorganiskt kväve","neutral",0.0641,"12"
"SE713131-144608",,"Lättillgänglig fosfor","minskande",0.0142,"12"
"SE713131-144608",,"Sulfat","neutral",0.0865,"12"
"SE713131-144608",,"Kisel","neutral",0.7305,"12"
"SE713131-144608",,"Totalt organiskt kol","neutral",0.3359,"12"
"SE713131-144608",,"Totalkväve","neutral",0.2437,"12"
"SE713131-144608",,"Totalfosfor","neutral",0.0865,"12"
"SE713131-144608",,"pH","minskande",0.0164,"12"
"SE663365-161779",,"Brunhet","neutral",0.7317,"12"
"SE663365-161779",,"Alkalinitet","neutral",0.9453,"12"
"SE663365-161779",,"Konduktivitet","ökande",0.0335,"12"
"SE663365-161779",,"Oorganiskt kväve","neutral",0.1499,"12"
"SE663365-161779",,"Lättillgänglig fosfor","neutral",0.3727,"12"
"SE663365-161779",,"Sulfat","ökande",0.0112,"12"
"SE663365-161779",,"Kisel","neutral",0.216,"12"
"SE663365-161779",,"Totalt organiskt kol","neutral",0.5371,"12"
"SE663365-161779",,"Totalkväve","neutral",0.9453,"12"
"SE663365-161779",,"Totalfosfor","neutral",0.3727,"12"
"SE663365-161779",,"pH","neutral",0.1926,"12"
"SE642140-140640",,"Brunhet","neutral",0.1379,"12"
"SE642140-140640",,"Alkalinitet","neutral",1,"12"
"SE642140-140640",,"Konduktivitet","neutral",0.065,"12"
"SE642140-140640",,"Oorganiskt kväve","neutral",0.7555,"12"
"SE642140-140640",,"Lättillgänglig fosfor","neutral",1,"12"
"SE642140-140640",,"Kisel","neutral",0.1379,"12"
"SE642140-140640",,"Totalt organiskt kol","neutral",0.1611,"12"
"SE642140-140640",,"Totalkväve","neutral",0.2129,"12"
"SE642140-140640",,"Totalfosfor","neutral",0.754,"12"
"SE642140-140640",,"pH","neutral",0.4822,"12"
"SE663907-156927",,"Brunhet","neutral",0.6312,"12"
"SE663907-156927",,"Alkalinitet","ökande",0.0112,"12"
"SE663907-156927",,"Konduktivitet","ökande",0.0236,"12"
"SE663907-156927",,"Oorganiskt kväve","neutral",0.9453,"12"
"SE663907-156927",,"Lättillgänglig fosfor","neutral",0.0543,"12"
"SE663907-156927",,"Sulfat","neutral",0.1926,"12"
"SE663907-156927",,"Kisel","neutral",0.6312,"12"
"SE663907-156927",,"Totalt organiskt kol","neutral",0.216,"12"
"SE663907-156927",,"Totalkväve","neutral",0.3727,"12"
"SE663907-156927",,"Totalfosfor","neutral",0.837,"12"
"SE663907-156927",,"pH","ökande",0.0467,"12"
"SE662709-160136",,"Brunhet","neutral",0.7555,"12"
"SE662709-160136",,"Alkalinitet","neutral",1,"12"
"SE662709-160136",,"Oorganiskt kväve","neutral",0.4363,"12"
"SE662709-160136",,"Lättillgänglig fosfor","neutral",0.6404,"12"
"SE662709-160136",,"Kisel","neutral",0.2758,"12"
"SE662709-160136",,"Totalt organiskt kol","neutral",0.7555,"12"
"SE662709-160136",,"Totalkväve","neutral",0.3502,"12"
"SE662709-160136",,"Totalfosfor","neutral",0.2758,"12"
"SE662709-160136",,"pH","neutral",0.4363,"12"
"SE651558-143620",,"Brunhet","neutral",0.4919,"12"
"SE651558-143620",,"Alkalinitet","neutral",0.2437,"12"
"SE651558-143620",,"Konduktivitet","ökande",0.0392,"12"
"SE651558-143620",,"Oorganiskt kväve","neutral",0.9453,"12"
"SE651558-143620",,"Lättillgänglig fosfor","minskande",0.0015,"12"
"SE651558-143620",,"Sulfat","neutral",0.0865,"12"
"SE651558-143620",,"Kisel","neutral",0.6312,"12"
"SE651558-143620",,"Totalt organiskt kol","neutral",0.9453,"12"
"SE651558-143620",,"Totalkväve","neutral",0.5371,"12"
"SE651558-143620",,"Totalfosfor","neutral",0.3727,"12"
"SE651558-143620",,"pH","neutral",0.7317,"12"
"SE633025-142267",,"Brunhet","neutral",0.1499,"12"
"SE633025-142267",,"Alkalinitet","neutral",0.7317,"12"
"SE633025-142267",,"Konduktivitet","ökande",0.002,"12"
"SE633025-142267",,"Oorganiskt kväve","neutral",0.9453,"12"
"SE633025-142267",,"Lättillgänglig fosfor","minskande",0.0149,"12"
"SE633025-142267",,"Sulfat","ökande",0.0112,"12"
"SE633025-142267",,"Kisel","neutral",0.2437,"12"
"SE633025-142267",,"Totalt organiskt kol","minskande",0.0164,"12"
"SE633025-142267",,"Totalkväve","neutral",0.1148,"12"
"SE633025-142267",,"Totalfosfor","neutral",0.0641,"12"
"SE633025-142267",,"Temperatur - vår","neutral",0.6312,"12"
"SE633025-142267",,"pH","neutral",0.3037,"12"
"SE638725-146677",,"Brunhet","minskande",0.0194,"12"
"SE638725-146677",,"Alkalinitet","ökande",0.0013,"12"
"SE638725-146677",,"Konduktivitet","ökande",3e-4,"12"
"SE638725-146677",,"Oorganiskt kväve","neutral",0.1926,"12"
"SE638725-146677",,"Lättillgänglig fosfor","minskande",4e-4,"12"
"SE638725-146677",,"Sulfat","ökande",0.0335,"12"
"SE638725-146677",,"Kisel","minskande",0.0049,"12"
"SE638725-146677",,"Totalt organiskt kol","minskande",0.0236,"12"
"SE638725-146677",,"Totalkväve","minskande",0.0467,"12"
"SE638725-146677",,"Totalfosfor","neutral",0.0641,"12"
"SE638725-146677",,"pH","ökande",0.0112,"12"
"SE704082-148125",,"Brunhet","neutral",0.4507,"12"
"SE704082-148125",,"Alkalinitet","neutral",0.0865,"12"
"SE704082-148125",,"Konduktivitet","neutral",0.0865,"12"
"SE704082-148125",,"Oorganiskt kväve","neutral",0.1926,"12"
"SE704082-148125",,"Lättillgänglig fosfor","minskande",0.017,"12"
"SE704082-148125",,"Sulfat","neutral",0.7317,"12"
"SE704082-148125",,"Kisel","neutral",1,"12"
"SE704082-148125",,"Totalt organiskt kol","neutral",0.1499,"12"
"SE704082-148125",,"Totalkväve","minskande",0.0164,"12"
"SE704082-148125",,"Totalfosfor","neutral",0.1305,"12"
"SE704082-148125",,"pH","neutral",0.0865,"12"
"SE660749-161885",,"Brunhet","neutral",0.1926,"12"
"SE660749-161885",,"Alkalinitet","neutral",0.3037,"12"
"SE660749-161885",,"Konduktivitet","ökande",0.0236,"12"
"SE660749-161885",,"Oorganiskt kväve","neutral",0.4507,"12"
"SE660749-161885",,"Lättillgänglig fosfor","neutral",0.0865,"12"
"SE660749-161885",,"Sulfat","neutral",0.1148,"12"
"SE660749-161885",,"Kisel","neutral",0.9453,"12"
"SE660749-161885",,"Totalt organiskt kol","neutral",0.0641,"12"
"SE660749-161885",,"Totalkväve","neutral",0.6312,"12"
"SE660749-161885",,"Totalfosfor","neutral",0.5371,"12"
"SE660749-161885",,"pH","neutral",0.3727,"12"
"SE659180-152170",,"Brunhet","neutral",1,"12"
"SE659180-152170",,"Alkalinitet","neutral",0.6404,"12"
"SE659180-152170",,"Oorganiskt kväve","neutral",0.2758,"12"
"SE659180-152170",,"Lättillgänglig fosfor","neutral",0.0868,"12"
"SE659180-152170",,"Kisel","ökande",0.043,"12"
"SE659180-152170",,"Totalt organiskt kol","neutral",1,"12"
"SE659180-152170",,"Totalkväve","neutral",0.4363,"12"
"SE659180-152170",,"Totalfosfor","neutral",0.7555,"12"
"SE659180-152170",,"pH","neutral",0.2129,"12"
"SE672729-138082",,"Brunhet","neutral",0.3727,"12"
"SE672729-138082",,"Alkalinitet","neutral",0.7317,"12"
"SE672729-138082",,"Konduktivitet","neutral",0.3037,"12"
"SE672729-138082",,"Oorganiskt kväve","neutral",0.9453,"12"
"SE672729-138082",,"Lättillgänglig fosfor","minskande",0.0012,"12"
"SE672729-138082",,"Sulfat","neutral",0.1499,"12"
"SE672729-138082",,"Kisel","neutral",0.8907,"12"
"SE672729-138082",,"Totalt organiskt kol","neutral",0.5371,"12"
"SE672729-138082",,"Totalkväve","neutral",0.3727,"12"
"SE672729-138082",,"Totalfosfor","neutral",1,"12"
"SE672729-138082",,"pH","neutral",0.1499,"12"
"SE642122-148744",,"Brunhet","minskande",0.0335,"12"
"SE642122-148744",,"Alkalinitet","ökande",0.0164,"12"
"SE642122-148744",,"Konduktivitet","ökande",0.0278,"12"
"SE642122-148744",,"Oorganiskt kväve","minskande",0.0335,"12"
"SE642122-148744",,"Lättillgänglig fosfor","minskande",9e-4,"12"
"SE642122-148744",,"Sulfat","neutral",0.9453,"12"
"SE642122-148744",,"Kisel","minskande",0.0164,"12"
"SE642122-148744",,"Totalt organiskt kol","neutral",0.0865,"12"
"SE642122-148744",,"Totalkväve","neutral",0.2437,"12"
"SE642122-148744",,"Totalfosfor","neutral",0.6312,"12"
"SE642122-148744",,"Temperatur - vår","neutral",0.4919,"12"
"SE642122-148744",,"pH","ökande",0.0335,"12"
"SE677506-156174",,"Brunhet","neutral",0.9453,"12"
"SE677506-156174",,"Alkalinitet","neutral",1,"12"
"SE677506-156174",,"Konduktivitet","neutral",0.5371,"12"
"SE677506-156174",,"Oorganiskt kväve","minskande",0.0164,"12"
"SE677506-156174",,"Lättillgänglig fosfor","minskande",7e-4,"12"
"SE677506-156174",,"Sulfat","neutral",0.2437,"12"
"SE677506-156174",,"Kisel","neutral",0.2437,"12"
"SE677506-156174",,"Totalt organiskt kol","neutral",1,"12"
"SE677506-156174",,"Totalkväve","neutral",0.2437,"12"
"SE677506-156174",,"Totalfosfor","neutral",0.1148,"12"
"SE677506-156174",,"Temperatur - vår","neutral",0.8483,"12"
"SE677506-156174",,"pH","neutral",0.7317,"12"
"SE659755-155697",,"Brunhet","neutral",0.6404,"12"
"SE659755-155697",,"Alkalinitet","neutral",0.7555,"12"
"SE659755-155697",,"Oorganiskt kväve","neutral",0.0868,"12"
"SE659755-155697",,"Lättillgänglig fosfor","neutral",0.6962,"12"
"SE659755-155697",,"Kisel","neutral",0.1195,"12"
"SE659755-155697",,"Totalt organiskt kol","neutral",0.6404,"12"
"SE659755-155697",,"Totalkväve","neutral",0.6404,"12"
"SE659755-155697",,"Totalfosfor","neutral",1,"12"
"SE659755-155697",,"pH","neutral",0.5334,"12"
"SE646293-126302",,"Brunhet","neutral",1,"12"
"SE646293-126302",,"Alkalinitet","neutral",0.6312,"12"
"SE646293-126302",,"Konduktivitet","neutral",0.4507,"12"
"SE646293-126302",,"Oorganiskt kväve","neutral",0.1148,"12"
"SE646293-126302",,"Lättillgänglig fosfor","minskande",0.0012,"12"
"SE646293-126302",,"Sulfat","neutral",0.6312,"12"
"SE646293-126302",,"Kisel","neutral",0.2437,"12"
"SE646293-126302",,"Totalt organiskt kol","neutral",0.7317,"12"
"SE646293-126302",,"Totalkväve","minskande",0.0032,"12"
"SE646293-126302",,"Totalfosfor","neutral",0.3727,"12"
"SE646293-126302",,"pH","neutral",0.0865,"12"
"SE651578-146163",,"Brunhet","neutral",0.1148,"12"
"SE651578-146163",,"Alkalinitet","neutral",0.7317,"12"
"SE651578-146163",,"Konduktivitet","neutral",0.0641,"12"
"SE651578-146163",,"Oorganiskt kväve","neutral",0.837,"12"
"SE651578-146163",,"Lättillgänglig fosfor","minskande",0.0443,"12"
"SE651578-146163",,"Sulfat","neutral",0.0865,"12"
"SE651578-146163",,"Kisel","minskande",0.0112,"12"
"SE651578-146163",,"Totalt organiskt kol","neutral",0.1148,"12"
"SE651578-146163",,"Totalkväve","neutral",0.837,"12"
"SE651578-146163",,"Totalfosfor","neutral",1,"12"
"SE651578-146163",,"Temperatur - vår","neutral",1,"12"
"SE651578-146163",,"pH","neutral",0.2437,"12"
"SE698735-139620",,"Brunhet","neutral",0.8907,"12"
"SE698735-139620",,"Alkalinitet","neutral",0.837,"12"
"SE698735-139620",,"Konduktivitet","neutral",0.216,"12"
"SE698735-139620",,"Oorganiskt kväve","neutral",0.837,"12"
"SE698735-139620",,"Lättillgänglig fosfor","minskande",0.0305,"12"
"SE698735-139620",,"Sulfat","neutral",1,"12"
"SE698735-139620",,"Kisel","neutral",0.1499,"12"
"SE698735-139620",,"Totalt organiskt kol","neutral",0.1479,"12"
"SE698735-139620",,"Totalkväve","neutral",0.4507,"12"
"SE698735-139620",,"Totalfosfor","neutral",0.1926,"12"
"SE698735-139620",,"pH","neutral",0.9453,"12"
"SE659036-160984",,"Brunhet","neutral",0.0868,"12"
"SE659036-160984",,"Alkalinitet","neutral",0.7555,"12"
"SE659036-160984",,"Oorganiskt kväve","neutral",0.5334,"12"
"SE659036-160984",,"Lättillgänglig fosfor","neutral",0.3502,"12"
"SE659036-160984",,"Kisel","neutral",0.7555,"12"
"SE659036-160984",,"Totalt organiskt kol","neutral",0.2129,"12"
"SE659036-160984",,"Totalkväve","neutral",0.8763,"12"
"SE659036-160984",,"Totalfosfor","neutral",0.5334,"12"
"SE659036-160984",,"pH","neutral",0.6404,"12"
"SE635878-137392",,"Brunhet","neutral",0.4485,"12"
"SE635878-137392",,"Alkalinitet","neutral",0.7317,"12"
"SE635878-137392",,"Konduktivitet","ökande",0.0112,"12"
"SE635878-137392",,"Oorganiskt kväve","neutral",0.837,"12"
"SE635878-137392",,"Lättillgänglig fosfor","minskande",0.0039,"12"
"SE635878-137392",,"Sulfat","neutral",0.1499,"12"
"SE635878-137392",,"Kisel","neutral",0.7317,"12"
"SE635878-137392",,"Totalt organiskt kol","neutral",1,"12"
"SE635878-137392",,"Totalkväve","neutral",0.1926,"12"
"SE635878-137392",,"Totalfosfor","neutral",0.4095,"12"
"SE635878-137392",,"pH","neutral",0.9453,"12"
"SE632231-136476",,"Brunhet","neutral",0.1148,"12"
"SE632231-136476",,"Alkalinitet","neutral",0.837,"12"
"SE632231-136476",,"Konduktivitet","neutral",0.2437,"12"
"SE632231-136476",,"Oorganiskt kväve","minskande",0.0467,"12"
"SE632231-136476",,"Lättillgänglig fosfor","minskande",2e-4,"12"
"SE632231-136476",,"Sulfat","neutral",0.1148,"12"
"SE632231-136476",,"Kisel","neutral",0.837,"12"
"SE632231-136476",,"Totalt organiskt kol","neutral",0.7317,"12"
"SE632231-136476",,"Totalkväve","neutral",0.1148,"12"
"SE632231-136476",,"Totalfosfor","neutral",0.1926,"12"
"SE632231-136476",,"pH","neutral",0.6312,"12"
"SE615365-134524",,"Brunhet","neutral",0.3359,"12"
"SE615365-134524",,"Alkalinitet","neutral",0.3727,"12"
"SE615365-134524",,"Konduktivitet","neutral",0.1926,"12"
"SE615365-134524",,"Oorganiskt kväve","ökande",0.0467,"12"
"SE615365-134524",,"Lättillgänglig fosfor","neutral",0.6296,"12"
"SE615365-134524",,"Sulfat","ökande",0.0013,"12"
"SE615365-134524",,"Kisel","neutral",0.837,"12"
"SE615365-134524",,"Totalt organiskt kol","neutral",0.3359,"12"
"SE615365-134524",,"Totalkväve","neutral",0.0865,"12"
"SE615365-134524",,"Totalfosfor","neutral",1,"12"
"SE615365-134524",,"pH","neutral",0.5371,"12"
"SE630605-144655",,"Brunhet","neutral",0.0641,"12"
"SE630605-144655",,"Alkalinitet","minskande",0.0335,"12"
"SE630605-144655",,"Konduktivitet","ökande",0.0335,"12"
"SE630605-144655",,"Oorganiskt kväve","neutral",0.7317,"12"
"SE630605-144655",,"Lättillgänglig fosfor","minskande",8e-4,"12"
"SE630605-144655",,"Sulfat","ökande",0.0335,"12"
"SE630605-144655",,"Kisel","neutral",1,"12"
"SE630605-144655",,"Totalt organiskt kol","neutral",0.6312,"12"
"SE630605-144655",,"Totalkväve","neutral",0.2437,"12"
"SE630605-144655",,"Totalfosfor","minskande",0.002,"12"
"SE630605-144655",,"Temperatur - vår","neutral",0.3481,"12"
"SE630605-144655",,"pH","neutral",0.4507,"12"
"SE632515-146675",,"Brunhet","neutral",0.8907,"12"
"SE632515-146675",,"Alkalinitet","neutral",0.1305,"12"
"SE632515-146675",,"Konduktivitet","ökande",0.0236,"12"
"SE632515-146675",,"Oorganiskt kväve","neutral",0.837,"12"
"SE632515-146675",,"Lättillgänglig fosfor","minskande",0.0051,"12"
"SE632515-146675",,"Sulfat","neutral",0.837,"12"
"SE632515-146675",,"Kisel","neutral",0.1692,"12"
"SE632515-146675",,"Totalt organiskt kol","neutral",0.3037,"12"
"SE632515-146675",,"Totalkväve","neutral",0.5371,"12"
"SE632515-146675",,"Totalfosfor","neutral",0.3704,"12"
"SE632515-146675",,"Temperatur - vår","neutral",1,"12"
"SE632515-146675",,"pH","neutral",0.1148,"12"
"SE642008-168013",,"Brunhet","neutral",0.9453,"12"
"SE642008-168013",,"Alkalinitet","neutral",0.9453,"12"
"SE642008-168013",,"Konduktivitet","neutral",0.3037,"12"
"SE642008-168013",,"Oorganiskt kväve","neutral",0.1499,"12"
"SE642008-168013",,"Lättillgänglig fosfor","minskande",0.0083,"12"
"SE642008-168013",,"Sulfat","ökande",0.0467,"12"
"SE642008-168013",,"Kisel","ökande",0.0049,"12"
"SE642008-168013",,"Totalt organiskt kol","ökande",0.0164,"12"
"SE642008-168013",,"Totalkväve","ökande",0.0467,"12"
"SE642008-168013",,"Totalfosfor","ökande",0.0164,"12"
"SE642008-168013",,"pH","ökande",0.0236,"12"
"SE650061-142276",,"Brunhet","minskande",0.0164,"12"
"SE650061-142276",,"Alkalinitet","ökande",0.0236,"12"
"SE650061-142276",,"Konduktivitet","ökande",0.0335,"12"
"SE650061-142276",,"Oorganiskt kväve","neutral",0.1926,"12"
"SE650061-142276",,"Lättillgänglig fosfor","minskande",1e-4,"12"
"SE650061-142276",,"Sulfat","neutral",0.1692,"12"
"SE650061-142276",,"Kisel","neutral",0.1479,"12"
"SE650061-142276",,"Totalt organiskt kol","minskande",0.0236,"12"
"SE650061-142276",,"Totalkväve","minskande",0.0467,"12"
"SE650061-142276",,"Totalfosfor","minskande",0.0392,"12"
"SE650061-142276",,"Temperatur - vår","neutral",0.4624,"12"
"SE650061-142276",,"pH","ökande",0.0164,"12"
"SE667151-149602",,"Brunhet","neutral",0.1148,"12"
"SE667151-149602",,"Alkalinitet","neutral",0.4919,"12"
"SE667151-149602",,"Konduktivitet","ökande",0.0467,"12"
"SE667151-149602",,"Oorganiskt kväve","minskande",0.0457,"12"
"SE667151-149602",,"Lättillgänglig fosfor","minskande",8e-4,"12"
"SE667151-149602",,"Sulfat","ökande",0.009,"12"
"SE667151-149602",,"Kisel","neutral",0.0641,"12"
"SE667151-149602",,"Totalt organiskt kol","neutral",0.1926,"12"
"SE667151-149602",,"Totalkväve","minskande",0.0467,"12"
"SE667151-149602",,"Totalfosfor","neutral",0.099,"12"
"SE667151-149602",,"pH","neutral",0.1926,"12"
"SE704955-159090",,"Brunhet","neutral",0.1499,"12"
"SE704955-159090",,"Alkalinitet","neutral",0.3359,"12"
"SE704955-159090",,"Konduktivitet","neutral",0.6312,"12"
"SE704955-159090",,"Oorganiskt kväve","minskande",0.0236,"12"
"SE704955-159090",,"Lättillgänglig fosfor","minskande",2e-4,"12"
"SE704955-159090",,"Sulfat","neutral",0.7317,"12"
"SE704955-159090",,"Kisel","minskande",0.0194,"12"
"SE704955-159090",,"Totalt organiskt kol","neutral",0.1148,"12"
"SE704955-159090",,"Totalkväve","minskande",0.0467,"12"
"SE704955-159090",,"Totalfosfor","neutral",0.0969,"12"
"SE704955-159090",,"Temperatur - vår","neutral",0.6534,"12"
"SE704955-159090",,"pH","neutral",0.5371,"12"
"SE639047-149701",,"Brunhet","minskande",0.0112,"12"
"SE639047-149701",,"Alkalinitet","ökande",0.0049,"12"
"SE639047-149701",,"Konduktivitet","neutral",0.1499,"12"
"SE639047-149701",,"Oorganiskt kväve","neutral",0.7834,"12"
"SE639047-149701",,"Lättillgänglig fosfor","neutral",0.1755,"12"
"SE639047-149701",,"Sulfat","neutral",0.1148,"12"
"SE639047-149701",,"Kisel","minskande",0.0164,"12"
"SE639047-149701",,"Totalt organiskt kol","minskande",0.0049,"12"
"SE639047-149701",,"Totalkväve","neutral",0.1926,"12"
"SE639047-149701",,"Totalfosfor","minskande",0.0112,"12"
"SE639047-149701",,"pH","neutral",0.2437,"12"
"SE648694-143413",,"Brunhet","neutral",0.4363,"12"
"SE648694-143413",,"Alkalinitet","neutral",0.1844,"12"
"SE648694-143413",,"Konduktivitet","ökande",0.008,"12"
"SE648694-143413",,"Oorganiskt kväve","neutral",0.8763,"12"
"SE648694-143413",,"Lättillgänglig fosfor","ökande",0.0351,"12"
"SE648694-143413",,"Kisel","neutral",0.1844,"12"
"SE648694-143413",,"Totalt organiskt kol","neutral",0.0725,"12"
"SE648694-143413",,"Totalkväve","neutral",0.1172,"12"
"SE648694-143413",,"Totalfosfor","neutral",0.1379,"12"
"SE648694-143413",,"pH","neutral",0.3904,"12"
"SE744629-167999",,"Brunhet","neutral",0.3037,"12"
"SE744629-167999",,"Alkalinitet","neutral",0.837,"12"
"SE744629-167999",,"Konduktivitet","neutral",1,"12"
"SE744629-167999",,"Oorganiskt kväve","neutral",0.7317,"12"
"SE744629-167999",,"Lättillgänglig fosfor","minskande",0.0063,"12"
"SE744629-167999",,"Sulfat","neutral",0.0865,"12"
"SE744629-167999",,"Kisel","neutral",0.0641,"12"
"SE744629-167999",,"Totalt organiskt kol","minskande",0.0467,"12"
"SE744629-167999",,"Totalkväve","neutral",0.1926,"12"
"SE744629-167999",,"Totalfosfor","neutral",0.1499,"12"
"SE744629-167999",,"pH","neutral",0.0865,"12"
"SE615375-137087",,"Brunhet","neutral",0.4095,"12"
"SE615375-137087",,"Alkalinitet","neutral",0.837,"12"
"SE615375-137087",,"Konduktivitet","neutral",0.837,"12"
"SE615375-137087",,"Oorganiskt kväve","neutral",0.7317,"12"
"SE615375-137087",,"Lättillgänglig fosfor","neutral",0.3727,"12"
"SE615375-137087",,"Sulfat","neutral",0.6312,"12"
"SE615375-137087",,"Kisel","neutral",0.0865,"12"
"SE615375-137087",,"Totalt organiskt kol","neutral",0.3037,"12"
"SE615375-137087",,"Totalkväve","neutral",0.2437,"12"
"SE615375-137087",,"Totalfosfor","neutral",0.837,"12"
"SE615375-137087",,"pH","ökande",0.0335,"12"
"SE617797-135339",,"Brunhet","neutral",0.6312,"12"
"SE617797-135339",,"Alkalinitet","minskande",0.0164,"12"
